t1,t2,t3,t4,CF12_34,CF12_34_lo,CF12_34_hi,CF13_24,CF13_24_lo,CF13_24_hi,CF14_23,CF14_23_lo,CF14_23_hi,genes
alvordensis,bicolor.columbianus,bicolor.eurysomas,Eagle.Lake,0.1607,0.0833,0.25,0.0536,0,0.114325,0.7857,0.6909,0.871,56
alvordensis,bicolor.columbianus,bicolor.eurysomas,Eagle.Lake,0.1224,0.0507,0.2041,0,0,0,0.8776,0.7959,0.9493,49
alvordensis,bicolor.columbianus,bicolor.eurysomas,Eagle.Lake,0.1304,0.067555,0.20291,0.1014,0.0435,0.16227,0.7681,0.6875,0.8514,69
alvordensis,bicolor.columbianus,bicolor.eurysomas,G.orcuttii,0,0,0,0.0154,0,0.0328,0.9846,0.9672,1,130
alvordensis,bicolor.columbianus,bicolor.eurysomas,G.orcuttii,0.0078,0,0.02291,0.0078,0,0.021605,0.9845,0.964995,1,129
alvordensis,bicolor.columbianus,bicolor.eurysomas,G.orcuttii,0,0,0,0,0,0,1,1,1,149
alvordensis,bicolor.columbianus,bicolor.eurysomas,isolatus,0.1045,0.04347,0.164515,0.0149,0,0.0441,0.8806,0.8169,0.946735,67
alvordensis,bicolor.columbianus,bicolor.eurysomas,isolatus,0.058,0.0152,0.1067,0.0145,0,0.0423,0.9275,0.872655,0.97222,69
alvordensis,bicolor.columbianus,bicolor.eurysomas,isolatus,0.0725,0.026,0.12508,0.0435,0,0.0857,0.8841,0.82088,0.9452,69
alvordensis,bicolor.columbianus,bicolor.eurysomas,Lida.Pond,0.0152,0,0.0441,0.0152,0,0.0429,0.9697,0.934155,1,66
alvordensis,bicolor.columbianus,bicolor.eurysomas,Lida.Pond,0.1159,0.058,0.1833,0.087,0.0333,0.14041,0.7971,0.715915,0.872715,69
alvordensis,bicolor.columbianus,bicolor.eurysomas,Lida.Pond,0.037,0,0.0816849999999999,0,0,0,0.963,0.918315,1,54
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Fish.Lake.Valley,0.082,0.02938,0.144915,0.082,0.02898,0.1429,0.8361,0.754385,0.91304,61
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Fish.Lake.Valley,0.0833,0.0323,0.14712,0.0667,0.01689,0.123385,0.85,0.7736,0.9206,60
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Fish.Lake.Valley,0.1379,0.063785,0.2167,0.069,0.0175,0.13115,0.7931,0.69566,0.8814,58
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Soda.Lake,0.0577,0,0.1154,0.0962,0.0377,0.1667,0.8462,0.763515,0.9302,52
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Soda.Lake,0.0909,0.0238,0.1667,0.0455,0,0.1053,0.8636,0.77072,0.9474,44
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Soda.Lake,0.0732,0,0.1463,0.0488,0,0.1081,0.878,0.7838,0.96,41
alvordensis,bicolor.columbianus,bicolor.eurysomas,McNett.Ranch,0.0299,0,0.0633,0,0,0,0.9701,0.9367,1,67
alvordensis,bicolor.columbianus,bicolor.eurysomas,McNett.Ranch,0.0899,0.04298,0.144615,0.0899,0.04208,0.14613,0.8202,0.747395,0.887665,89
alvordensis,bicolor.columbianus,bicolor.eurysomas,McNett.Ranch,0,0,0,0.0317,0,0.07353,0.9683,0.92647,1,63
alvordensis,bicolor.columbianus,bicolor.eurysomas,mohavensis,0.1296,0.058745,0.20754,0.0185,0,0.0517,0.8519,0.76809,0.9302,54
alvordensis,bicolor.columbianus,bicolor.eurysomas,mohavensis,0.1463,0.062435,0.24244,0,0,0,0.8537,0.75756,0.937565,41
alvordensis,bicolor.columbianus,bicolor.eurysomas,mohavensis,0.0984,0.04,0.1594,0.0492,0,0.1,0.8525,0.7778,0.9231,61
alvordensis,bicolor.columbianus,bicolor.eurysomas,newarkensis,0.02,0,0.0612,0.04,0,0.09262,0.94,0.88,0.9821,50
alvordensis,bicolor.columbianus,bicolor.eurysomas,newarkensis,0.0896,0.0323,0.1475,0.0448,0,0.092315,0.8657,0.79367,0.932255,67
alvordensis,bicolor.columbianus,bicolor.eurysomas,newarkensis,0.1475,0.07804,0.2222,0.0492,0,0.101415,0.8033,0.718775,0.8889,61
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.snyderi,0.0517,0.01389,0.10718,0.0345,0,0.08,0.9138,0.85,0.968325,58
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.snyderi,0.0238,0,0.0667,0.0238,0,0.0682,0.9524,0.8889,1,42
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.snyderi,0.1892,0.0857,0.30313,0.027,0,0.0833,0.7838,0.657055,0.89588,37
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.toikona,0.0758,0.02778,0.13793,0.0606,0.01559,0.114325,0.8636,0.791665,0.92731,66
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.toikona,0.0714,0.018485,0.125,0.0536,0.01559,0.1064,0.875,0.807665,0.9455,56
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.toikona,0.082,0.0308,0.14299,0.0492,0,0.0962,0.8689,0.79367,0.938545,61
alvordensis,bicolor.columbianus,bicolor.eurysomas,P..macrolepidotus,0,0,0,0.0202,0,0.0463,0.9798,0.9537,1,99
alvordensis,bicolor.columbianus,bicolor.eurysomas,P..macrolepidotus,0.0101,0,0.0294,0.0202,0,0.047245,0.9697,0.93937,0.990805,99
alvordensis,bicolor.columbianus,bicolor.eurysomas,P..macrolepidotus,0.0108,0,0.0312,0.0215,0,0.051025,0.9677,0.9333,1,93
alvordensis,bicolor.columbianus,bicolor.eurysomas,P.macrolepidotus,0,0,0,0.0094,0,0.028,0.9906,0.972,1,106
alvordensis,bicolor.columbianus,bicolor.eurysomas,P.macrolepidotus,0.0105,0,0.03192,0,0,0,0.9895,0.96808,1,95
alvordensis,bicolor.columbianus,bicolor.eurysomas,P.macrolepidotus,0,0,0,0,0,0,1,1,1,93
alvordensis,bicolor.columbianus,bicolor.eurysomas,Railroad.Valley,0.1,0.0377,0.1707,0.02,0,0.0577,0.88,0.803135,0.95,50
alvordensis,bicolor.columbianus,bicolor.eurysomas,Railroad.Valley,0.1,0.0377,0.17314,0.06,0,0.125,0.84,0.7551,0.921125,50
alvordensis,bicolor.columbianus,bicolor.eurysomas,Railroad.Valley,0.0256,0,0.0741,0.0256,0,0.074145,0.9487,0.888795,1,39
alvordensis,bicolor.columbianus,bicolor.eurysomas,Rose.Creek.Reservoir,0.0698,0.02,0.1429,0.0233,0,0.0667,0.907,0.823435,0.975,43
alvordensis,bicolor.columbianus,bicolor.eurysomas,Rose.Creek.Reservoir,0.2,0.10336,0.29417,0.0222,0,0.0682,0.7778,0.6744,0.88,45
alvordensis,bicolor.columbianus,bicolor.eurysomas,Rose.Creek.Reservoir,0.1277,0.0588,0.2143,0.0851,0.022175,0.16925,0.7872,0.6863,0.881,47
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus,0.0909,0.03507,0.153855,0.0455,0.01319,0.0909,0.8636,0.7879,0.9298,66
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus,0.0597,0.0154,0.1148,0.0448,0.0133,0.0893,0.8955,0.8308,0.95,67
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus,0,0,0,0,0,0,1,1,1,68
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus.vaccaceps,0.1429,0.069,0.2222,0.1607,0.0833,0.2425,0.6964,0.596485,0.79372,56
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus.vaccaceps,0.1373,0.0625,0.2174,0.1176,0.052555,0.2,0.7451,0.64095,0.8431,51
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus.vaccaceps,0.05,0,0.1111,0.05,0,0.1143,0.9,0.8158,0.973,40
alvordensis,bicolor.columbianus,bicolor.eurysomas,Upper.Humboldt.River,0.2157,0.125,0.3125,0.0392,0,0.0909,0.7451,0.641425,0.8511,51
alvordensis,bicolor.columbianus,bicolor.eurysomas,Upper.Humboldt.River,0.1818,0.092895,0.277865,0.1136,0.0408,0.196115,0.7045,0.5918,0.8125,44
alvordensis,bicolor.columbianus,bicolor.eurysomas,Upper.Humboldt.River,0.0426,0,0.0930649999999999,0,0,0,0.9574,0.906935,1,47
alvordensis,bicolor.columbianus,Eagle.Lake,G.orcuttii,0.1124,0.058765,0.1667,0.0449,0.0116,0.086,0.8427,0.7778,0.9024,89
alvordensis,bicolor.columbianus,Eagle.Lake,G.orcuttii,0.0723,0.0256,0.1264,0.0482,0.0123,0.0897,0.8795,0.813295,0.9351,83
alvordensis,bicolor.columbianus,Eagle.Lake,G.orcuttii,0.0899,0.03919,0.1446,0.0674,0.026665,0.1139,0.8427,0.772175,0.905425,89
alvordensis,bicolor.columbianus,Eagle.Lake,isolatus,0.4133,0.31997,0.506715,0.3067,0.222135,0.40012,0.28,0.2,0.371815,75
alvordensis,bicolor.columbianus,Eagle.Lake,isolatus,0.4776,0.3731,0.577,0.2687,0.1803,0.3667,0.2537,0.1667,0.3393,67
alvordensis,bicolor.columbianus,Eagle.Lake,isolatus,0.4923,0.38157,0.59696,0.2615,0.1719,0.353905,0.2462,0.15862,0.3425,65
alvordensis,bicolor.columbianus,Eagle.Lake,Lida.Pond,0.4943,0.40658,0.5844,0.2414,0.164685,0.3176,0.2644,0.1848,0.343815,87
alvordensis,bicolor.columbianus,Eagle.Lake,Lida.Pond,0.5488,0.4545,0.642045,0.2195,0.141,0.3049,0.2317,0.154705,0.31335,82
alvordensis,bicolor.columbianus,Eagle.Lake,Lida.Pond,0.5169,0.4324,0.6001,0.2247,0.158375,0.301105,0.2584,0.1807,0.336705,89
alvordensis,bicolor.columbianus,Eagle.Lake,Little.Fish.Lake.Valley,0.507,0.4058,0.6053,0.2535,0.1733,0.34551,0.2394,0.1571,0.3281,71
alvordensis,bicolor.columbianus,Eagle.Lake,Little.Fish.Lake.Valley,0.5867,0.4997,0.6806,0.2,0.1235,0.27141,0.2133,0.13847,0.29175,75
alvordensis,bicolor.columbianus,Eagle.Lake,Little.Fish.Lake.Valley,0.4853,0.385645,0.5882,0.2059,0.12898,0.28992,0.3088,0.217315,0.4,68
alvordensis,bicolor.columbianus,Eagle.Lake,Little.Soda.Lake,0.5102,0.38773,0.6279,0.2245,0.1282,0.32007,0.2653,0.1702,0.37848,49
alvordensis,bicolor.columbianus,Eagle.Lake,Little.Soda.Lake,0.6522,0.548325,0.741425,0.1594,0.0862,0.2414,0.1884,0.1139,0.27153,69
alvordensis,bicolor.columbianus,Eagle.Lake,Little.Soda.Lake,0.6769,0.5781,0.77591,0.1692,0.0984,0.25,0.1538,0.08463,0.22583,65
alvordensis,bicolor.columbianus,Eagle.Lake,McNett.Ranch,0.4429,0.3472,0.542915,0.2429,0.164375,0.3286,0.3143,0.21996,0.4,70
alvordensis,bicolor.columbianus,Eagle.Lake,McNett.Ranch,0.5658,0.47497,0.656225,0.25,0.168785,0.32861,0.1842,0.1184,0.2625,76
alvordensis,bicolor.columbianus,Eagle.Lake,McNett.Ranch,0.5682,0.4783,0.655235,0.1818,0.117515,0.25,0.25,0.1818,0.3295,88
alvordensis,bicolor.columbianus,Eagle.Lake,mohavensis,0.4655,0.358145,0.565275,0.2241,0.1379,0.32,0.3103,0.2131,0.408245,58
alvordensis,bicolor.columbianus,Eagle.Lake,mohavensis,0.4737,0.3636,0.5789,0.2982,0.2,0.4,0.2281,0.14,0.32401,57
alvordensis,bicolor.columbianus,Eagle.Lake,mohavensis,0.4808,0.3617,0.59715,0.25,0.1522,0.34785,0.2692,0.1667,0.37742,52
alvordensis,bicolor.columbianus,Eagle.Lake,newarkensis,0.3036,0.20503,0.4138,0.375,0.272625,0.4828,0.3214,0.2143,0.41943,56
alvordensis,bicolor.columbianus,Eagle.Lake,newarkensis,0.3143,0.2222,0.4032,0.3429,0.253285,0.4386,0.3429,0.25,0.44301,70
alvordensis,bicolor.columbianus,Eagle.Lake,newarkensis,0.3393,0.2308,0.4423,0.3393,0.238725,0.44645,0.3214,0.2245,0.43081,56
alvordensis,bicolor.columbianus,Eagle.Lake,obesus.snyderi,0.5072,0.41269,0.602605,0.1884,0.1127,0.26561,0.3043,0.215345,0.4,69
alvordensis,bicolor.columbianus,Eagle.Lake,obesus.snyderi,0.32,0.2075,0.425915,0.34,0.23393,0.4528,0.34,0.23072,0.458385,50
alvordensis,bicolor.columbianus,Eagle.Lake,obesus.snyderi,0.3654,0.2586,0.48153,0.3077,0.203515,0.42,0.3269,0.21665,0.4407,52
alvordensis,bicolor.columbianus,Eagle.Lake,obesus.toikona,0.4348,0.338675,0.5342,0.2174,0.13888,0.298765,0.3478,0.2581,0.4444,69
alvordensis,bicolor.columbianus,Eagle.Lake,obesus.toikona,0.449,0.3333,0.564155,0.1633,0.081045,0.2564,0.3878,0.2727,0.51022,49
alvordensis,bicolor.columbianus,Eagle.Lake,obesus.toikona,0.3448,0.236345,0.45,0.2759,0.187445,0.3774,0.3793,0.27139,0.4894,58
alvordensis,bicolor.columbianus,Eagle.Lake,P..macrolepidotus,0.0185,0,0.0526,0.1296,0.0566,0.2075,0.8519,0.7692,0.9273,54
alvordensis,bicolor.columbianus,Eagle.Lake,P..macrolepidotus,0.0984,0.0357,0.1667,0.0984,0.037,0.161905,0.8033,0.716295,0.882435,61
alvordensis,bicolor.columbianus,Eagle.Lake,P..macrolepidotus,0.0536,0,0.1111,0.125,0.0556,0.20633,0.8214,0.727225,0.9032,56
alvordensis,bicolor.columbianus,Eagle.Lake,P.macrolepidotus,0.082,0.02936,0.14299,0.1148,0.0508,0.183745,0.8033,0.718205,0.8833,61
alvordensis,bicolor.columbianus,Eagle.Lake,P.macrolepidotus,0.0492,0,0.0984,0.0984,0.039165,0.1667,0.8525,0.7719,0.924545,61
alvordensis,bicolor.columbianus,Eagle.Lake,P.macrolepidotus,0.1212,0.0597,0.1884,0.0758,0.02938,0.1311,0.803,0.715915,0.8806,66
alvordensis,bicolor.columbianus,Eagle.Lake,Railroad.Valley,0.5273,0.416635,0.6429,0.2182,0.12489,0.315845,0.2545,0.1607,0.35427,55
alvordensis,bicolor.columbianus,Eagle.Lake,Railroad.Valley,0.4571,0.367555,0.5541,0.2857,0.19987,0.37707,0.2571,0.175645,0.340525,70
alvordensis,bicolor.columbianus,Eagle.Lake,Railroad.Valley,0.4688,0.36607,0.56863,0.2344,0.1471,0.3281,0.2969,0.2115,0.38715,64
alvordensis,bicolor.columbianus,Eagle.Lake,Rose.Creek.Reservoir,0.62,0.5,0.727395,0.24,0.14038,0.3455,0.14,0.0638,0.2245,50
alvordensis,bicolor.columbianus,Eagle.Lake,Rose.Creek.Reservoir,0.5821,0.4853,0.6786,0.209,0.13033,0.3016,0.209,0.1268,0.2899,67
alvordensis,bicolor.columbianus,Eagle.Lake,Rose.Creek.Reservoir,0.6531,0.537,0.76607,0.2245,0.132075,0.32,0.1224,0.0455,0.2,49
alvordensis,bicolor.columbianus,Eagle.Lake,thalassinus,0.2549,0.1591,0.35484,0.2745,0.17134,0.37702,0.4706,0.355465,0.585005,51
alvordensis,bicolor.columbianus,Eagle.Lake,thalassinus,0.2115,0.1228,0.31256,0.2885,0.18515,0.3958,0.5,0.389565,0.620795,52
alvordensis,bicolor.columbianus,Eagle.Lake,thalassinus,0.1628,0.0769,0.260045,0.4884,0.3611,0.61703,0.3488,0.233965,0.470755,43
alvordensis,bicolor.columbianus,Eagle.Lake,thalassinus.vaccaceps,0.2034,0.123085,0.2917,0.5593,0.45,0.6667,0.2373,0.14993,0.3281,59
alvordensis,bicolor.columbianus,Eagle.Lake,thalassinus.vaccaceps,0.1587,0.08564,0.23402,0.6349,0.5323,0.733345,0.2063,0.125,0.29415,63
alvordensis,bicolor.columbianus,Eagle.Lake,thalassinus.vaccaceps,0.2078,0.134765,0.28579,0.5584,0.465895,0.6447,0.2338,0.1579,0.3143,77
alvordensis,bicolor.columbianus,Eagle.Lake,Upper.Humboldt.River,0.58,0.4583,0.6957,0.22,0.1296,0.32,0.2,0.1087,0.3077,50
alvordensis,bicolor.columbianus,Eagle.Lake,Upper.Humboldt.River,0.6607,0.55924,0.7636,0.2143,0.1333,0.3061,0.125,0.05655,0.203115,56
alvordensis,bicolor.columbianus,Eagle.Lake,Upper.Humboldt.River,0.6078,0.4909,0.7292,0.1765,0.09082,0.2727,0.2157,0.1228,0.3111,51
alvordensis,bicolor.columbianus,G.orcuttii,isolatus,0.0541,0.022945,0.09,0.8739,0.818865,0.923705,0.0721,0.033275,0.11381,111
alvordensis,bicolor.columbianus,G.orcuttii,isolatus,0.0545,0.0238,0.09183,0.9,0.8532,0.943425,0.0455,0.017195,0.07964,110
alvordensis,bicolor.columbianus,G.orcuttii,isolatus,0.0741,0.026,0.1268,0.8889,0.8261,0.946225,0.037,0.010595,0.07591,81
alvordensis,bicolor.columbianus,G.orcuttii,Lida.Pond,0.0805,0.033,0.131,0.8736,0.810475,0.9333,0.046,0.0116,0.0843,87
alvordensis,bicolor.columbianus,G.orcuttii,Lida.Pond,0.0849,0.042575,0.1313,0.8679,0.81548,0.918425,0.0472,0.0182,0.08474,106
alvordensis,bicolor.columbianus,G.orcuttii,Lida.Pond,0.0909,0.0463,0.13273,0.8182,0.757585,0.87831,0.0909,0.0472,0.138955,110
alvordensis,bicolor.columbianus,G.orcuttii,Little.Fish.Lake.Valley,0.0471,0.012,0.0875,0.8824,0.8235,0.9375,0.0706,0.029,0.115805,85
alvordensis,bicolor.columbianus,G.orcuttii,Little.Fish.Lake.Valley,0.046,0.0112,0.0833,0.8391,0.772295,0.902935,0.1149,0.0625,0.175,87
alvordensis,bicolor.columbianus,G.orcuttii,Little.Fish.Lake.Valley,0.0426,0.011,0.0777,0.8936,0.83998,0.94321,0.0638,0.022,0.107825,94
alvordensis,bicolor.columbianus,G.orcuttii,Little.Soda.Lake,0.125,0.0674,0.1856,0.8182,0.746655,0.883005,0.0568,0.0215,0.100055,88
alvordensis,bicolor.columbianus,G.orcuttii,Little.Soda.Lake,0.1011,0.0482,0.1538,0.8427,0.7808,0.9048,0.0562,0.0217,0.1,89
alvordensis,bicolor.columbianus,G.orcuttii,Little.Soda.Lake,0.075,0.03322,0.125,0.875,0.81105,0.92946,0.05,0.0132,0.095235,80
alvordensis,bicolor.columbianus,G.orcuttii,McNett.Ranch,0.0833,0.038785,0.1368,0.875,0.81478,0.93001,0.0417,0.0104,0.08002,96
alvordensis,bicolor.columbianus,G.orcuttii,McNett.Ranch,0.0899,0.0421,0.144305,0.8427,0.77913,0.903815,0.0674,0.0244,0.108415,89
alvordensis,bicolor.columbianus,G.orcuttii,McNett.Ranch,0.0721,0.03249,0.11572,0.8559,0.803395,0.90682,0.0721,0.0348,0.114015,111
alvordensis,bicolor.columbianus,G.orcuttii,mohavensis,0.1031,0.0538,0.1584,0.866,0.805075,0.923135,0.0309,0.00909,0.061235,97
alvordensis,bicolor.columbianus,G.orcuttii,mohavensis,0.0753,0.0333,0.125,0.8602,0.7935,0.9167,0.0645,0.0235,0.11221,93
alvordensis,bicolor.columbianus,G.orcuttii,mohavensis,0.0521,0.01789,0.093515,0.8854,0.828585,0.9383,0.0625,0.0227,0.10871,96
alvordensis,bicolor.columbianus,G.orcuttii,newarkensis,0.0792,0.0367,0.1212,0.8911,0.838685,0.94231,0.0297,0,0.060235,101
alvordensis,bicolor.columbianus,G.orcuttii,newarkensis,0.0278,0,0.0633,0.9444,0.8906,0.9861,0.0278,0,0.06561,72
alvordensis,bicolor.columbianus,G.orcuttii,newarkensis,0.0625,0.0222,0.1124,0.9125,0.8571,0.962525,0.025,0,0.0548,80
alvordensis,bicolor.columbianus,G.orcuttii,obesus.snyderi,0.1067,0.0548,0.1687,0.88,0.81537,0.93651,0.0133,0,0.0411,75
alvordensis,bicolor.columbianus,G.orcuttii,obesus.snyderi,0.0694,0.025585,0.12162,0.9028,0.845195,0.9565,0.0278,0,0.0625,72
alvordensis,bicolor.columbianus,G.orcuttii,obesus.snyderi,0.0704,0.02668,0.123575,0.8592,0.79029,0.924525,0.0704,0.0247,0.122825,71
alvordensis,bicolor.columbianus,G.orcuttii,obesus.toikona,0.0612,0.0213,0.104825,0.8571,0.797895,0.9126,0.0816,0.0381,0.13273,98
alvordensis,bicolor.columbianus,G.orcuttii,obesus.toikona,0.0349,0.0104,0.070605,0.9302,0.88367,0.9718,0.0349,0,0.06904,86
alvordensis,bicolor.columbianus,G.orcuttii,obesus.toikona,0.0353,0,0.072205,0.9412,0.89527,0.978925,0.0235,0,0.0526,85
alvordensis,bicolor.columbianus,G.orcuttii,P..macrolepidotus,0.4444,0.30933,0.583405,0.3056,0.177735,0.44136,0.25,0.13885,0.3824,36
alvordensis,bicolor.columbianus,G.orcuttii,P..macrolepidotus,0.5,0.3529,0.633365,0.2632,0.156865,0.381,0.2368,0.1282,0.3571,38
alvordensis,bicolor.columbianus,G.orcuttii,P..macrolepidotus,0.4706,0.3333,0.6073,0.3235,0.19344,0.452505,0.2059,0.092895,0.3438,34
alvordensis,bicolor.columbianus,G.orcuttii,P.macrolepidotus,0.3871,0.2414,0.5185,0.3871,0.25,0.5333,0.2258,0.1109,0.354915,31
alvordensis,bicolor.columbianus,G.orcuttii,P.macrolepidotus,0.5217,0.3462,0.7059,0.2609,0.1176,0.4212,0.2174,0.0769,0.366785,23
alvordensis,bicolor.columbianus,G.orcuttii,P.macrolepidotus,0.4839,0.3333,0.6364,0.3226,0.1786,0.46164,0.1935,0.08089,0.3333,31
alvordensis,bicolor.columbianus,G.orcuttii,Railroad.Valley,0.075,0.02898,0.125,0.8875,0.825,0.942,0.0375,0.010995,0.0753,80
alvordensis,bicolor.columbianus,G.orcuttii,Railroad.Valley,0.069,0.0247,0.11341,0.8966,0.8421,0.94683,0.0345,0.009585,0.0682,87
alvordensis,bicolor.columbianus,G.orcuttii,Railroad.Valley,0.0395,0.01078,0.0769,0.8684,0.80249,0.9259,0.0921,0.04208,0.1538,76
alvordensis,bicolor.columbianus,G.orcuttii,Rose.Creek.Reservoir,0.0488,0.01249,0.089605,0.8659,0.8,0.9294,0.0854,0.0375,0.13929,82
alvordensis,bicolor.columbianus,G.orcuttii,Rose.Creek.Reservoir,0.0649,0.024685,0.1111,0.8571,0.79119,0.92133,0.0779,0.03028,0.12902,77
alvordensis,bicolor.columbianus,G.orcuttii,Rose.Creek.Reservoir,0.0606,0.0154,0.1071,0.8485,0.7761,0.91556,0.0909,0.0357,0.153855,66
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus,0.0843,0.0375,0.138535,0.8675,0.8,0.9268,0.0482,0.0118,0.0889,83
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus,0.0617,0.0217,0.108115,0.9012,0.8452,0.95562,0.037,0.010575,0.075,81
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus,0.061,0.02349,0.1053,0.8902,0.82949,0.93942,0.0488,0.01319,0.0941,82
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus.vaccaceps,0.0513,0.0198,0.0862,0.8974,0.84998,0.9381,0.0513,0.01849,0.086505,117
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus.vaccaceps,0.0206,0,0.048525,0.9175,0.86809,0.9596,0.0619,0.022485,0.105325,97
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus.vaccaceps,0.0442,0.0167,0.0777,0.9204,0.878285,0.960015,0.0354,0.0085,0.0667,113
alvordensis,bicolor.columbianus,G.orcuttii,Upper.Humboldt.River,0.0308,0,0.068525,0.9385,0.8852,0.9844,0.0308,0,0.067835,65
alvordensis,bicolor.columbianus,G.orcuttii,Upper.Humboldt.River,0.0118,0,0.03492,0.9059,0.84777,0.9545,0.0824,0.0361,0.1368,85
alvordensis,bicolor.columbianus,G.orcuttii,Upper.Humboldt.River,0.1324,0.06938,0.2029,0.7794,0.69835,0.86303,0.0882,0.0351,0.14753,68
alvordensis,bicolor.columbianus,isolatus,Lida.Pond,0.3738,0.29345,0.451935,0.3084,0.235775,0.386135,0.3178,0.242335,0.393315,107
alvordensis,bicolor.columbianus,isolatus,Lida.Pond,0.3205,0.2391,0.411075,0.3333,0.24659,0.4286,0.3462,0.2533,0.439,78
alvordensis,bicolor.columbianus,isolatus,Lida.Pond,0.3486,0.274295,0.423115,0.3028,0.2321,0.37276,0.3486,0.27968,0.423185,109
alvordensis,bicolor.columbianus,isolatus,Little.Fish.Lake.Valley,0.3636,0.26226,0.4648,0.303,0.2113,0.4062,0.3333,0.23678,0.43185,66
alvordensis,bicolor.columbianus,isolatus,Little.Fish.Lake.Valley,0.3443,0.2429,0.447845,0.3443,0.2459,0.4423,0.3115,0.2188,0.410755,61
alvordensis,bicolor.columbianus,isolatus,Little.Fish.Lake.Valley,0.3,0.2,0.39753,0.3667,0.26226,0.467755,0.3333,0.2373,0.437595,60
alvordensis,bicolor.columbianus,isolatus,Little.Soda.Lake,0.3134,0.22538,0.4,0.2985,0.203375,0.39133,0.3881,0.2923,0.489855,67
alvordensis,bicolor.columbianus,isolatus,Little.Soda.Lake,0.2969,0.203385,0.3906,0.3906,0.2941,0.493,0.3125,0.220585,0.40961,64
alvordensis,bicolor.columbianus,isolatus,Little.Soda.Lake,0.2833,0.19344,0.377,0.4167,0.30986,0.52384,0.3,0.203685,0.3968,60
alvordensis,bicolor.columbianus,isolatus,McNett.Ranch,0.3438,0.2688,0.4211,0.3125,0.23998,0.384635,0.3438,0.267395,0.42113,96
alvordensis,bicolor.columbianus,isolatus,McNett.Ranch,0.314,0.2375,0.4,0.3372,0.253475,0.418615,0.3488,0.263165,0.4321,86
alvordensis,bicolor.columbianus,isolatus,McNett.Ranch,0.3429,0.2661,0.42112,0.2762,0.20616,0.347885,0.381,0.305585,0.4615,105
alvordensis,bicolor.columbianus,isolatus,mohavensis,0.3377,0.2603,0.430865,0.3636,0.275875,0.4545,0.2987,0.2143,0.388105,77
alvordensis,bicolor.columbianus,isolatus,mohavensis,0.3214,0.238575,0.4051,0.3571,0.272605,0.442905,0.3214,0.240475,0.4023,84
alvordensis,bicolor.columbianus,isolatus,mohavensis,0.2987,0.217875,0.388105,0.3247,0.233755,0.4146,0.3766,0.283255,0.47441,77
alvordensis,bicolor.columbianus,isolatus,newarkensis,0.6522,0.555525,0.7419,0.1594,0.0896,0.235335,0.1884,0.1111,0.2727,69
alvordensis,bicolor.columbianus,isolatus,newarkensis,0.7719,0.67608,0.8594,0.1579,0.083235,0.2453,0.0702,0.0182,0.1333,57
alvordensis,bicolor.columbianus,isolatus,newarkensis,0.7037,0.5962,0.7963,0.1481,0.0789,0.233335,0.1481,0.0702,0.22734,54
alvordensis,bicolor.columbianus,isolatus,obesus.snyderi,0.2857,0.1967,0.3818,0.3333,0.2364,0.43864,0.381,0.2807,0.49022,63
alvordensis,bicolor.columbianus,isolatus,obesus.snyderi,0.3247,0.235255,0.4143,0.3377,0.246895,0.426705,0.3377,0.25,0.43164,77
alvordensis,bicolor.columbianus,isolatus,obesus.snyderi,0.2911,0.20586,0.3765,0.2911,0.202685,0.37842,0.4177,0.3289,0.515665,79
alvordensis,bicolor.columbianus,isolatus,obesus.toikona,0.3026,0.215195,0.3913,0.2895,0.205085,0.3784,0.4079,0.320475,0.5,76
alvordensis,bicolor.columbianus,isolatus,obesus.toikona,0.3165,0.2361,0.409125,0.3038,0.22213,0.38674,0.3797,0.285625,0.473,79
alvordensis,bicolor.columbianus,isolatus,obesus.toikona,0.2469,0.1667,0.328805,0.321,0.239335,0.41104,0.4321,0.344705,0.5256,81
alvordensis,bicolor.columbianus,isolatus,P..macrolepidotus,0.0484,0.01235,0.0926,0.0323,0,0.074645,0.9194,0.85959,0.9697,62
