t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,genes
alvordensis,bicolor.columbianus,bicolor.eurysomas,G.orcuttii,0.0196,0.0131,0.9673,153
alvordensis,bicolor.columbianus,bicolor.eurysomas,G.orcuttii,0,0,1,144
alvordensis,bicolor.columbianus,bicolor.eurysomas,isolatus,0.12,0.0533,0.8267,75
alvordensis,bicolor.columbianus,bicolor.eurysomas,isolatus,0.1045,0.0448,0.8507,67
alvordensis,bicolor.columbianus,bicolor.eurysomas,Lida.Pond,0.1447,0.0789,0.7763,76
alvordensis,bicolor.columbianus,bicolor.eurysomas,Lida.Pond,0.1143,0.0571,0.8286,70
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Fish.Lake.Valley,0.069,0.0345,0.8966,58
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Fish.Lake.Valley,0.0952,0.1111,0.7937,63
alvordensis,bicolor.columbianus,bicolor.eurysomas,McNett.Ranch,0.029,0,0.971,69
alvordensis,bicolor.columbianus,bicolor.eurysomas,McNett.Ranch,0.0833,0.1111,0.8056,72
alvordensis,bicolor.columbianus,bicolor.eurysomas,mohavensis,0.0185,0,0.9815,54
alvordensis,bicolor.columbianus,bicolor.eurysomas,mohavensis,0.0746,0.0746,0.8507,67
alvordensis,bicolor.columbianus,bicolor.eurysomas,newarkensis,0.0536,0.0536,0.8929,56
alvordensis,bicolor.columbianus,bicolor.eurysomas,newarkensis,0.0652,0.0217,0.913,46
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.lahontan,0.1154,0.0385,0.8462,52
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.lahontan,0.0526,0.0351,0.9123,57
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.snyderi,0.1159,0.0435,0.8406,69
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.snyderi,0.0508,0.0169,0.9322,59
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.toikona,0.0172,0.0172,0.9655,58
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.toikona,0.0678,0.0508,0.8814,59
alvordensis,bicolor.columbianus,bicolor.eurysomas,P.macrolepidotus,0.0185,0,0.9815,108
alvordensis,bicolor.columbianus,bicolor.eurysomas,P.macrolepidotus,0.0196,0,0.9804,102
alvordensis,bicolor.columbianus,bicolor.eurysomas,Railroad.Valley,0.1875,0.0417,0.7708,48
alvordensis,bicolor.columbianus,bicolor.eurysomas,Railroad.Valley,0.1111,0.0222,0.8667,45
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus,0.1389,0.0278,0.8333,72
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus,0.0676,0.0135,0.9189,74
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus.vaccaceps,0.1346,0.1154,0.75,52
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus.vaccaceps,0.0217,0,0.9783,46
alvordensis,bicolor.columbianus,G.orcuttii,isolatus,0.0737,0.8737,0.0526,95
alvordensis,bicolor.columbianus,G.orcuttii,isolatus,0.0708,0.8761,0.0531,113
alvordensis,bicolor.columbianus,G.orcuttii,Lida.Pond,0.0808,0.8687,0.0505,99
alvordensis,bicolor.columbianus,G.orcuttii,Lida.Pond,0.0722,0.8454,0.0825,97
alvordensis,bicolor.columbianus,G.orcuttii,Little.Fish.Lake.Valley,0.0714,0.8333,0.0952,84
alvordensis,bicolor.columbianus,G.orcuttii,Little.Fish.Lake.Valley,0.0577,0.8558,0.0865,104
alvordensis,bicolor.columbianus,G.orcuttii,McNett.Ranch,0.0435,0.8696,0.087,92
alvordensis,bicolor.columbianus,G.orcuttii,McNett.Ranch,0.0841,0.8785,0.0374,107
alvordensis,bicolor.columbianus,G.orcuttii,mohavensis,0.0706,0.9059,0.0235,85
alvordensis,bicolor.columbianus,G.orcuttii,mohavensis,0.0568,0.8864,0.0568,88
alvordensis,bicolor.columbianus,G.orcuttii,newarkensis,0.0602,0.9277,0.012,83
alvordensis,bicolor.columbianus,G.orcuttii,newarkensis,0.0673,0.8942,0.0385,104
alvordensis,bicolor.columbianus,G.orcuttii,obesus.lahontan,0.0909,0.8864,0.0227,88
alvordensis,bicolor.columbianus,G.orcuttii,obesus.lahontan,0.1196,0.837,0.0435,92
alvordensis,bicolor.columbianus,G.orcuttii,obesus.snyderi,0.0779,0.8831,0.039,77
alvordensis,bicolor.columbianus,G.orcuttii,obesus.snyderi,0.0312,0.9375,0.0312,64
alvordensis,bicolor.columbianus,G.orcuttii,obesus.toikona,0.0395,0.9211,0.0395,76
alvordensis,bicolor.columbianus,G.orcuttii,obesus.toikona,0.0225,0.9438,0.0337,89
alvordensis,bicolor.columbianus,G.orcuttii,P.macrolepidotus,0.3929,0.4286,0.1786,28
alvordensis,bicolor.columbianus,G.orcuttii,P.macrolepidotus,0.4839,0.3226,0.1935,31
alvordensis,bicolor.columbianus,G.orcuttii,Railroad.Valley,0.0941,0.8588,0.0471,85
alvordensis,bicolor.columbianus,G.orcuttii,Railroad.Valley,0.011,0.9121,0.0769,91
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus,0.0278,0.9306,0.0417,72
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus,0.0316,0.9368,0.0316,95
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus.vaccaceps,0.0488,0.9431,0.0081,123
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus.vaccaceps,0.0381,0.9238,0.0381,105
alvordensis,bicolor.columbianus,isolatus,Lida.Pond,0.367,0.3119,0.3211,109
alvordensis,bicolor.columbianus,isolatus,Lida.Pond,0.375,0.3125,0.3125,96
alvordensis,bicolor.columbianus,isolatus,Little.Fish.Lake.Valley,0.3973,0.3151,0.2877,73
alvordensis,bicolor.columbianus,isolatus,Little.Fish.Lake.Valley,0.3906,0.2812,0.3281,64
alvordensis,bicolor.columbianus,isolatus,McNett.Ranch,0.3761,0.3028,0.3211,109
alvordensis,bicolor.columbianus,isolatus,McNett.Ranch,0.3423,0.2883,0.3694,111
alvordensis,bicolor.columbianus,isolatus,mohavensis,0.2985,0.403,0.2985,67
alvordensis,bicolor.columbianus,isolatus,mohavensis,0.3086,0.3457,0.3457,81
alvordensis,bicolor.columbianus,isolatus,newarkensis,0.6727,0.2,0.1273,55
alvordensis,bicolor.columbianus,isolatus,newarkensis,0.6429,0.1714,0.1857,70
alvordensis,bicolor.columbianus,isolatus,obesus.lahontan,0.3692,0.3538,0.2769,65
alvordensis,bicolor.columbianus,isolatus,obesus.lahontan,0.3585,0.2642,0.3774,53
alvordensis,bicolor.columbianus,isolatus,obesus.snyderi,0.3333,0.3467,0.32,75
alvordensis,bicolor.columbianus,isolatus,obesus.snyderi,0.2923,0.3231,0.3846,65
alvordensis,bicolor.columbianus,isolatus,obesus.toikona,0.25,0.3088,0.4412,68
alvordensis,bicolor.columbianus,isolatus,obesus.toikona,0.2603,0.3562,0.3836,73
alvordensis,bicolor.columbianus,isolatus,P.macrolepidotus,0.1562,0.0625,0.7812,64
alvordensis,bicolor.columbianus,isolatus,P.macrolepidotus,0.1509,0.0377,0.8113,53
alvordensis,bicolor.columbianus,isolatus,Railroad.Valley,0.3659,0.3659,0.2683,82
alvordensis,bicolor.columbianus,isolatus,Railroad.Valley,0.4225,0.3239,0.2535,71
alvordensis,bicolor.columbianus,isolatus,thalassinus,0.22,0.44,0.34,50
alvordensis,bicolor.columbianus,isolatus,thalassinus,0.2542,0.2712,0.4746,59
alvordensis,bicolor.columbianus,isolatus,thalassinus.vaccaceps,0.1964,0.5714,0.2321,56
alvordensis,bicolor.columbianus,isolatus,thalassinus.vaccaceps,0.2941,0.5294,0.1765,68
alvordensis,bicolor.columbianus,Lida.Pond,Little.Fish.Lake.Valley,0.4747,0.2525,0.2727,99
alvordensis,bicolor.columbianus,Lida.Pond,Little.Fish.Lake.Valley,0.451,0.2745,0.2745,102
alvordensis,bicolor.columbianus,Lida.Pond,McNett.Ranch,0.9661,0.0339,0,118
alvordensis,bicolor.columbianus,Lida.Pond,McNett.Ranch,0.9396,0.047,0.0134,149
alvordensis,bicolor.columbianus,Lida.Pond,mohavensis,0.4198,0.2963,0.284,81
alvordensis,bicolor.columbianus,Lida.Pond,mohavensis,0.4675,0.2857,0.2468,77
alvordensis,bicolor.columbianus,Lida.Pond,newarkensis,0.3488,0.3721,0.2791,86
alvordensis,bicolor.columbianus,Lida.Pond,newarkensis,0.375,0.375,0.25,72
alvordensis,bicolor.columbianus,Lida.Pond,obesus.lahontan,0.5493,0.2113,0.2394,71
alvordensis,bicolor.columbianus,Lida.Pond,obesus.lahontan,0.4828,0.2529,0.2644,87
alvordensis,bicolor.columbianus,Lida.Pond,obesus.snyderi,0.3953,0.2907,0.314,86
alvordensis,bicolor.columbianus,Lida.Pond,obesus.snyderi,0.4189,0.2568,0.3243,74
alvordensis,bicolor.columbianus,Lida.Pond,obesus.toikona,0.378,0.2561,0.3659,82
alvordensis,bicolor.columbianus,Lida.Pond,obesus.toikona,0.4468,0.2766,0.2766,94
alvordensis,bicolor.columbianus,Lida.Pond,P.macrolepidotus,0.1098,0.1463,0.7439,82
alvordensis,bicolor.columbianus,Lida.Pond,P.macrolepidotus,0.1467,0.0933,0.76,75
alvordensis,bicolor.columbianus,Lida.Pond,Railroad.Valley,0.4051,0.3291,0.2658,79
alvordensis,bicolor.columbianus,Lida.Pond,Railroad.Valley,0.4235,0.2824,0.2941,85
alvordensis,bicolor.columbianus,Lida.Pond,thalassinus,0.2787,0.4426,0.2787,61
alvordensis,bicolor.columbianus,Lida.Pond,thalassinus,0.2381,0.3333,0.4286,84
alvordensis,bicolor.columbianus,Lida.Pond,thalassinus.vaccaceps,0.2464,0.4493,0.3043,69
alvordensis,bicolor.columbianus,Lida.Pond,thalassinus.vaccaceps,0.1932,0.5682,0.2386,88
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,McNett.Ranch,0.4643,0.2857,0.25,84
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,McNett.Ranch,0.4737,0.2632,0.2632,114
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,mohavensis,0.3662,0.3239,0.3099,71
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,mohavensis,0.4022,0.3261,0.2717,92
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,newarkensis,0.3529,0.3137,0.3333,51
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,newarkensis,0.2807,0.3509,0.3684,57
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.lahontan,0.4091,0.3333,0.2576,66
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.lahontan,0.4819,0.253,0.2651,83
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.snyderi,0.3088,0.3088,0.3824,68
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.snyderi,0.3467,0.2667,0.3867,75
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.toikona,0.3824,0.2353,0.3824,68
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.toikona,0.3571,0.3036,0.3393,56
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,P.macrolepidotus,0.1094,0.1094,0.7812,64
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,P.macrolepidotus,0.1167,0.1,0.7833,60
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,Railroad.Valley,0.6806,0.1528,0.1667,72
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,Railroad.Valley,0.7969,0.1094,0.0938,64
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,thalassinus,0.2794,0.3235,0.3971,68
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,thalassinus,0.2727,0.3506,0.3766,77
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,thalassinus.vaccaceps,0.2419,0.4355,0.3226,62
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,thalassinus.vaccaceps,0.2031,0.6094,0.1875,64
alvordensis,bicolor.columbianus,McNett.Ranch,mohavensis,0.4444,0.284,0.2716,81
alvordensis,bicolor.columbianus,McNett.Ranch,mohavensis,0.4568,0.321,0.2222,81
alvordensis,bicolor.columbianus,McNett.Ranch,newarkensis,0.2892,0.4337,0.2771,83
alvordensis,bicolor.columbianus,McNett.Ranch,newarkensis,0.3696,0.337,0.2935,92
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.lahontan,0.5,0.2568,0.2432,74
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.lahontan,0.4894,0.266,0.2447,94
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.snyderi,0.3485,0.3182,0.3333,66
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.snyderi,0.3855,0.3133,0.3012,83
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.toikona,0.3929,0.25,0.3571,84
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.toikona,0.4167,0.2604,0.3229,96
alvordensis,bicolor.columbianus,McNett.Ranch,P.macrolepidotus,0.0789,0.1184,0.8026,76
alvordensis,bicolor.columbianus,McNett.Ranch,P.macrolepidotus,0.1667,0.0694,0.7639,72
alvordensis,bicolor.columbianus,McNett.Ranch,Railroad.Valley,0.425,0.3,0.275,80
alvordensis,bicolor.columbianus,McNett.Ranch,Railroad.Valley,0.4286,0.2727,0.2987,77
alvordensis,bicolor.columbianus,McNett.Ranch,thalassinus,0.2892,0.3012,0.4096,83
alvordensis,bicolor.columbianus,McNett.Ranch,thalassinus,0.2405,0.3924,0.3671,79
alvordensis,bicolor.columbianus,McNett.Ranch,thalassinus.vaccaceps,0.2121,0.5303,0.2576,66
alvordensis,bicolor.columbianus,McNett.Ranch,thalassinus.vaccaceps,0.2078,0.5844,0.2078,77
alvordensis,bicolor.columbianus,mohavensis,newarkensis,0.375,0.2321,0.3929,56
alvordensis,bicolor.columbianus,mohavensis,newarkensis,0.3521,0.2676,0.3803,71
alvordensis,bicolor.columbianus,mohavensis,obesus.lahontan,0.4848,0.3485,0.1667,66
alvordensis,bicolor.columbianus,mohavensis,obesus.lahontan,0.5472,0.2453,0.2075,53
alvordensis,bicolor.columbianus,mohavensis,obesus.snyderi,0.4262,0.3115,0.2623,61
alvordensis,bicolor.columbianus,mohavensis,obesus.snyderi,0.3778,0.3333,0.2889,45
alvordensis,bicolor.columbianus,mohavensis,obesus.toikona,0.4375,0.1667,0.3958,48
alvordensis,bicolor.columbianus,mohavensis,obesus.toikona,0.3836,0.3014,0.3151,73
alvordensis,bicolor.columbianus,mohavensis,P.macrolepidotus,0.0833,0.0833,0.8333,60
alvordensis,bicolor.columbianus,mohavensis,P.macrolepidotus,0.1207,0.069,0.8103,58
alvordensis,bicolor.columbianus,mohavensis,Railroad.Valley,0.4085,0.2817,0.3099,71
alvordensis,bicolor.columbianus,mohavensis,Railroad.Valley,0.3788,0.3485,0.2727,66
alvordensis,bicolor.columbianus,mohavensis,thalassinus,0.1912,0.2647,0.5441,68
alvordensis,bicolor.columbianus,mohavensis,thalassinus,0.1692,0.2923,0.5385,65
alvordensis,bicolor.columbianus,mohavensis,thalassinus.vaccaceps,0.2273,0.4697,0.303,66
alvordensis,bicolor.columbianus,mohavensis,thalassinus.vaccaceps,0.2121,0.4848,0.303,66
alvordensis,bicolor.columbianus,newarkensis,obesus.lahontan,0.2308,0.4038,0.3654,52
alvordensis,bicolor.columbianus,newarkensis,obesus.lahontan,0.2,0.4889,0.3111,45
alvordensis,bicolor.columbianus,newarkensis,obesus.snyderi,0.2826,0.3913,0.3261,46
alvordensis,bicolor.columbianus,newarkensis,obesus.snyderi,0.3485,0.2576,0.3939,66
alvordensis,bicolor.columbianus,newarkensis,obesus.toikona,0.3088,0.2794,0.4118,68
alvordensis,bicolor.columbianus,newarkensis,obesus.toikona,0.3913,0.2464,0.3623,69
alvordensis,bicolor.columbianus,newarkensis,P.macrolepidotus,0.058,0.029,0.913,69
alvordensis,bicolor.columbianus,newarkensis,P.macrolepidotus,0.0364,0.0364,0.9273,55
alvordensis,bicolor.columbianus,newarkensis,Railroad.Valley,0.3043,0.3623,0.3333,69
alvordensis,bicolor.columbianus,newarkensis,Railroad.Valley,0.3836,0.2603,0.3562,73
alvordensis,bicolor.columbianus,newarkensis,thalassinus,0.2931,0.2414,0.4655,58
alvordensis,bicolor.columbianus,newarkensis,thalassinus,0.1961,0.3333,0.4706,51
alvordensis,bicolor.columbianus,newarkensis,thalassinus.vaccaceps,0.1899,0.557,0.2532,79
alvordensis,bicolor.columbianus,newarkensis,thalassinus.vaccaceps,0.1961,0.4118,0.3922,51
alvordensis,bicolor.columbianus,obesus.lahontan,obesus.snyderi,0.3864,0.2727,0.3409,44
alvordensis,bicolor.columbianus,obesus.lahontan,obesus.snyderi,0.3778,0.2667,0.3556,45
alvordensis,bicolor.columbianus,obesus.lahontan,obesus.toikona,0.2909,0.3636,0.3455,55
alvordensis,bicolor.columbianus,obesus.lahontan,obesus.toikona,0.3208,0.3019,0.3774,53
alvordensis,bicolor.columbianus,obesus.lahontan,P.macrolepidotus,0.0357,0.0714,0.8929,56
alvordensis,bicolor.columbianus,obesus.lahontan,P.macrolepidotus,0.069,0.069,0.8621,58
alvordensis,bicolor.columbianus,obesus.lahontan,Railroad.Valley,0.4615,0.3269,0.2115,52
alvordensis,bicolor.columbianus,obesus.lahontan,Railroad.Valley,0.4468,0.2128,0.3404,47
alvordensis,bicolor.columbianus,obesus.lahontan,thalassinus,0.2041,0.2653,0.5306,49
alvordensis,bicolor.columbianus,obesus.lahontan,thalassinus,0.3061,0.3469,0.3469,49
alvordensis,bicolor.columbianus,obesus.lahontan,thalassinus.vaccaceps,0.2292,0.4583,0.3125,48
alvordensis,bicolor.columbianus,obesus.lahontan,thalassinus.vaccaceps,0.2364,0.4909,0.2727,55
alvordensis,bicolor.columbianus,obesus.snyderi,obesus.toikona,0.4237,0.1864,0.3898,59
alvordensis,bicolor.columbianus,obesus.snyderi,obesus.toikona,0.45,0.3,0.25,60
alvordensis,bicolor.columbianus,obesus.snyderi,P.macrolepidotus,0.16,0.06,0.78,50
alvordensis,bicolor.columbianus,obesus.snyderi,P.macrolepidotus,0.0678,0.1864,0.7458,59
alvordensis,bicolor.columbianus,obesus.snyderi,Railroad.Valley,0.4127,0.3651,0.2222,63
alvordensis,bicolor.columbianus,obesus.snyderi,Railroad.Valley,0.4098,0.3279,0.2623,61
alvordensis,bicolor.columbianus,obesus.snyderi,thalassinus,0.1311,0.3607,0.5082,61
alvordensis,bicolor.columbianus,obesus.snyderi,thalassinus,0.2742,0.371,0.3548,62
alvordensis,bicolor.columbianus,obesus.snyderi,thalassinus.vaccaceps,0.2143,0.6071,0.1786,56
alvordensis,bicolor.columbianus,obesus.snyderi,thalassinus.vaccaceps,0.2642,0.434,0.3019,53
alvordensis,bicolor.columbianus,obesus.toikona,P.macrolepidotus,0.1379,0.0517,0.8103,58
alvordensis,bicolor.columbianus,obesus.toikona,P.macrolepidotus,0.0921,0.0658,0.8421,76
alvordensis,bicolor.columbianus,obesus.toikona,Railroad.Valley,0.4412,0.3529,0.2059,68
alvordensis,bicolor.columbianus,obesus.toikona,Railroad.Valley,0.377,0.3934,0.2295,61
alvordensis,bicolor.columbianus,obesus.toikona,thalassinus,0.2097,0.4355,0.3548,62
alvordensis,bicolor.columbianus,obesus.toikona,thalassinus,0.2319,0.3913,0.3768,69
alvordensis,bicolor.columbianus,obesus.toikona,thalassinus.vaccaceps,0.1806,0.5417,0.2778,72
alvordensis,bicolor.columbianus,obesus.toikona,thalassinus.vaccaceps,0.1897,0.6034,0.2069,58
alvordensis,bicolor.columbianus,P.macrolepidotus,Railroad.Valley,0.1636,0.7455,0.0909,55
alvordensis,bicolor.columbianus,P.macrolepidotus,Railroad.Valley,0.0816,0.8571,0.0612,49
alvordensis,bicolor.columbianus,P.macrolepidotus,thalassinus,0.0536,0.8571,0.0893,56
alvordensis,bicolor.columbianus,P.macrolepidotus,thalassinus,0.04,0.88,0.08,50
alvordensis,bicolor.columbianus,P.macrolepidotus,thalassinus.vaccaceps,0.0779,0.8831,0.039,77
alvordensis,bicolor.columbianus,P.macrolepidotus,thalassinus.vaccaceps,0.0303,0.9394,0.0303,66
alvordensis,bicolor.columbianus,Railroad.Valley,thalassinus,0.1754,0.3333,0.4912,57
alvordensis,bicolor.columbianus,Railroad.Valley,thalassinus,0.3077,0.2308,0.4615,65
alvordensis,bicolor.columbianus,Railroad.Valley,thalassinus.vaccaceps,0.1356,0.6271,0.2373,59
alvordensis,bicolor.columbianus,Railroad.Valley,thalassinus.vaccaceps,0.2222,0.4603,0.3175,63
alvordensis,bicolor.columbianus,thalassinus,thalassinus.vaccaceps,0.1852,0.6296,0.1852,54
alvordensis,bicolor.columbianus,thalassinus,thalassinus.vaccaceps,0.5556,0.3333,0.1111,36
alvordensis,bicolor.eurysomas,G.orcuttii,isolatus,0.0625,0.9018,0.0357,112
alvordensis,bicolor.eurysomas,G.orcuttii,isolatus,0.0485,0.9126,0.0388,103
alvordensis,bicolor.eurysomas,G.orcuttii,Lida.Pond,0.0842,0.8526,0.0632,95
alvordensis,bicolor.eurysomas,G.orcuttii,Lida.Pond,0.0561,0.8598,0.0841,107
alvordensis,bicolor.eurysomas,G.orcuttii,Little.Fish.Lake.Valley,0.0202,0.9192,0.0606,99
alvordensis,bicolor.eurysomas,G.orcuttii,Little.Fish.Lake.Valley,0.0101,0.9192,0.0707,99
alvordensis,bicolor.eurysomas,G.orcuttii,McNett.Ranch,0.0826,0.844,0.0734,109
alvordensis,bicolor.eurysomas,G.orcuttii,McNett.Ranch,0.0612,0.8571,0.0816,98
alvordensis,bicolor.eurysomas,G.orcuttii,mohavensis,0.04,0.93,0.03,100
alvordensis,bicolor.eurysomas,G.orcuttii,mohavensis,0.0235,0.9529,0.0235,85
alvordensis,bicolor.eurysomas,G.orcuttii,newarkensis,0.0213,0.9574,0.0213,94
alvordensis,bicolor.eurysomas,G.orcuttii,newarkensis,0.0374,0.9439,0.0187,107
alvordensis,bicolor.eurysomas,G.orcuttii,obesus.lahontan,0.038,0.9494,0.0127,79
alvordensis,bicolor.eurysomas,G.orcuttii,obesus.lahontan,0.0667,0.8933,0.04,75
alvordensis,bicolor.eurysomas,G.orcuttii,obesus.snyderi,0.0698,0.8837,0.0465,86
alvordensis,bicolor.eurysomas,G.orcuttii,obesus.snyderi,0.0674,0.8989,0.0337,89
alvordensis,bicolor.eurysomas,G.orcuttii,obesus.toikona,0.0345,0.8851,0.0805,87
alvordensis,bicolor.eurysomas,G.orcuttii,obesus.toikona,0.0494,0.8642,0.0864,81
alvordensis,bicolor.eurysomas,G.orcuttii,P.macrolepidotus,0.3548,0.4194,0.2258,31
alvordensis,bicolor.eurysomas,G.orcuttii,P.macrolepidotus,0.3793,0.4138,0.2069,29
alvordensis,bicolor.eurysomas,G.orcuttii,Railroad.Valley,0.043,0.9032,0.0538,93
alvordensis,bicolor.eurysomas,G.orcuttii,Railroad.Valley,0,0.9643,0.0357,84
alvordensis,bicolor.eurysomas,G.orcuttii,thalassinus,0.044,0.9121,0.044,91
alvordensis,bicolor.eurysomas,G.orcuttii,thalassinus,0.0337,0.9326,0.0337,89
alvordensis,bicolor.eurysomas,G.orcuttii,thalassinus.vaccaceps,0.0476,0.9048,0.0476,126
alvordensis,bicolor.eurysomas,G.orcuttii,thalassinus.vaccaceps,0.05,0.9167,0.0333,120
alvordensis,bicolor.eurysomas,isolatus,Lida.Pond,0.3146,0.3146,0.3708,89
alvordensis,bicolor.eurysomas,isolatus,Lida.Pond,0.3204,0.3204,0.3592,103
alvordensis,bicolor.eurysomas,isolatus,Little.Fish.Lake.Valley,0.3059,0.3176,0.3765,85
alvordensis,bicolor.eurysomas,isolatus,Little.Fish.Lake.Valley,0.3377,0.3117,0.3506,77
alvordensis,bicolor.eurysomas,isolatus,McNett.Ranch,0.3626,0.3297,0.3077,91
alvordensis,bicolor.eurysomas,isolatus,McNett.Ranch,0.3491,0.3302,0.3208,106
alvordensis,bicolor.eurysomas,isolatus,mohavensis,0.274,0.3973,0.3288,73
alvordensis,bicolor.eurysomas,isolatus,mohavensis,0.2824,0.3529,0.3647,85
alvordensis,bicolor.eurysomas,isolatus,newarkensis,0.6727,0.2182,0.1091,55
alvordensis,bicolor.eurysomas,isolatus,newarkensis,0.6596,0.1915,0.1489,47
alvordensis,bicolor.eurysomas,isolatus,obesus.lahontan,0.3667,0.35,0.2833,60
alvordensis,bicolor.eurysomas,isolatus,obesus.lahontan,0.32,0.38,0.3,50
alvordensis,bicolor.eurysomas,isolatus,obesus.snyderi,0.3,0.3,0.4,60
alvordensis,bicolor.eurysomas,isolatus,obesus.snyderi,0.3077,0.3462,0.3462,78
alvordensis,bicolor.eurysomas,isolatus,obesus.toikona,0.2468,0.3506,0.4026,77
alvordensis,bicolor.eurysomas,isolatus,obesus.toikona,0.2794,0.3382,0.3824,68
alvordensis,bicolor.eurysomas,isolatus,P.macrolepidotus,0.0984,0.0492,0.8525,61
alvordensis,bicolor.eurysomas,isolatus,P.macrolepidotus,0.1084,0.0723,0.8193,83
alvordensis,bicolor.eurysomas,isolatus,Railroad.Valley,0.3881,0.2985,0.3134,67
alvordensis,bicolor.eurysomas,isolatus,Railroad.Valley,0.3692,0.3231,0.3077,65
alvordensis,bicolor.eurysomas,isolatus,thalassinus,0.2419,0.3226,0.4355,62
alvordensis,bicolor.eurysomas,isolatus,thalassinus,0.2836,0.3284,0.3881,67
alvordensis,bicolor.eurysomas,isolatus,thalassinus.vaccaceps,0.2466,0.4795,0.274,73
alvordensis,bicolor.eurysomas,isolatus,thalassinus.vaccaceps,0.2462,0.5077,0.2462,65
alvordensis,bicolor.eurysomas,Lida.Pond,Little.Fish.Lake.Valley,0.3704,0.321,0.3086,81
alvordensis,bicolor.eurysomas,Lida.Pond,Little.Fish.Lake.Valley,0.4388,0.2857,0.2755,98
alvordensis,bicolor.eurysomas,Lida.Pond,McNett.Ranch,0.9474,0.0526,0,114
alvordensis,bicolor.eurysomas,Lida.Pond,McNett.Ranch,0.9242,0.0606,0.0152,132
alvordensis,bicolor.eurysomas,Lida.Pond,mohavensis,0.3971,0.3382,0.2647,68
alvordensis,bicolor.eurysomas,Lida.Pond,mohavensis,0.3816,0.3553,0.2632,76
alvordensis,bicolor.eurysomas,Lida.Pond,newarkensis,0.2877,0.411,0.3014,73
alvordensis,bicolor.eurysomas,Lida.Pond,newarkensis,0.3187,0.3736,0.3077,91
alvordensis,bicolor.eurysomas,Lida.Pond,obesus.lahontan,0.4333,0.35,0.2167,60
alvordensis,bicolor.eurysomas,Lida.Pond,obesus.lahontan,0.4828,0.3448,0.1724,58
alvordensis,bicolor.eurysomas,Lida.Pond,obesus.snyderi,0.3924,0.2785,0.3291,79
alvordensis,bicolor.eurysomas,Lida.Pond,obesus.snyderi,0.3596,0.3034,0.3371,89
alvordensis,bicolor.eurysomas,Lida.Pond,obesus.toikona,0.4066,0.2527,0.3407,91
alvordensis,bicolor.eurysomas,Lida.Pond,obesus.toikona,0.4086,0.2688,0.3226,93
alvordensis,bicolor.eurysomas,Lida.Pond,P.macrolepidotus,0.1461,0.1461,0.7079,89
alvordensis,bicolor.eurysomas,Lida.Pond,P.macrolepidotus,0.1385,0.1077,0.7538,65
alvordensis,bicolor.eurysomas,Lida.Pond,Railroad.Valley,0.4217,0.2892,0.2892,83
alvordensis,bicolor.eurysomas,Lida.Pond,Railroad.Valley,0.407,0.3256,0.2674,86
alvordensis,bicolor.eurysomas,Lida.Pond,thalassinus,0.2439,0.3537,0.4024,82
