t1,t2,t3,t4,CF12_34,CF12_34_lo,CF12_34_hi,CF13_24,CF13_24_lo,CF13_24_hi,CF14_23,CF14_23_lo,CF14_23_hi,genes
alvordensis,bicolor.columbianus,bicolor.eurysomas,G.orcuttii,0.0067,0,0.0203,0.0067,0,0.0197,0.9866,0.9682,1,149
alvordensis,bicolor.columbianus,bicolor.eurysomas,G.orcuttii,0.0076,0,0.023305,0.0076,0,0.02291,0.9848,0.9645,1,132
alvordensis,bicolor.columbianus,bicolor.eurysomas,isolatus,0.0175,0,0.0508,0.0351,0,0.0794,0.9474,0.8936,0.9861,57
alvordensis,bicolor.columbianus,bicolor.eurysomas,isolatus,0.1,0.0417,0.1618,0.0286,0,0.0635,0.8714,0.807675,0.93555,70
alvordensis,bicolor.columbianus,bicolor.eurysomas,Lida.Pond,0,0,0,0.0357,0,0.07943,0.9643,0.92057,1,56
alvordensis,bicolor.columbianus,bicolor.eurysomas,Lida.Pond,0.1111,0.05321,0.17587,0.0617,0.022675,0.10941,0.8272,0.7558,0.8971,81
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Fish.Lake.Valley,0.0426,0,0.098,0,0,0,0.9574,0.902,1,47
alvordensis,bicolor.columbianus,bicolor.eurysomas,Little.Fish.Lake.Valley,0.1154,0.0465,0.1915,0.0192,0,0.0577,0.8654,0.787125,0.94233,52
alvordensis,bicolor.columbianus,bicolor.eurysomas,McNett.Ranch,0.1154,0.058095,0.178125,0.0769,0.029685,0.1316,0.8077,0.729645,0.8765,78
alvordensis,bicolor.columbianus,bicolor.eurysomas,McNett.Ranch,0.0417,0,0.0952,0,0,0,0.9583,0.9048,1,48
alvordensis,bicolor.columbianus,bicolor.eurysomas,mohavensis,0.1224,0.0435,0.203115,0.0408,0,0.09262,0.8367,0.7447,0.927365,49
alvordensis,bicolor.columbianus,bicolor.eurysomas,mohavensis,0.1026,0.027,0.1892,0,0,0,0.8974,0.8108,0.973,39
alvordensis,bicolor.columbianus,bicolor.eurysomas,newarkensis,0.1159,0.054075,0.179175,0.029,0,0.0658,0.8551,0.785655,0.92597,69
alvordensis,bicolor.columbianus,bicolor.eurysomas,newarkensis,0.125,0.0615,0.2,0.0781,0.029875,0.13564,0.7969,0.7049,0.87722,64
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.lahontan,0.0909,0.0244,0.1667,0.0682,0.017185,0.13893,0.8409,0.749755,0.9286,44
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.lahontan,0.1622,0.0667,0.2647,0.0811,0.0222,0.162995,0.7568,0.6341,0.875,37
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.snyderi,0.0536,0.015185,0.109115,0.0536,0.0156,0.1053,0.8929,0.81537,0.956545,56
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.snyderi,0,0,0,0,0,0,1,1,1,49
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.toikona,0.0435,0,0.0877,0.0435,0.011785,0.0909699999999999,0.913,0.85529,0.9667,69
alvordensis,bicolor.columbianus,bicolor.eurysomas,obesus.toikona,0.1207,0.05355,0.2,0.0345,0,0.0784,0.8448,0.763555,0.9219,58
alvordensis,bicolor.columbianus,bicolor.eurysomas,P.macrolepidotus,0.0247,0,0.058135,0,0,0,0.9753,0.941865,1,81
alvordensis,bicolor.columbianus,bicolor.eurysomas,P.macrolepidotus,0,0,0,0,0,0,1,1,1,102
alvordensis,bicolor.columbianus,bicolor.eurysomas,Railroad.Valley,0.125,0.05355,0.2,0.0179,0,0.0484,0.8571,0.78171,0.93106,56
alvordensis,bicolor.columbianus,bicolor.eurysomas,Railroad.Valley,0.1481,0.0769,0.2353,0.037,0,0.07845,0.8148,0.72057,0.898,54
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus,0.1176,0.052535,0.1846,0.0441,0.0125,0.0886,0.8382,0.76247,0.9114,68
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus,0.1385,0.07269,0.2121,0.0308,0,0.0727949999999999,0.8308,0.75379,0.9,65
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus.vaccaceps,0.16,0.0784,0.256435,0.12,0.0536,0.20017,0.72,0.6087,0.8222,50
alvordensis,bicolor.columbianus,bicolor.eurysomas,thalassinus.vaccaceps,0.1463,0.06117,0.2439,0.0244,0,0.0714,0.8293,0.725,0.9211,41
alvordensis,bicolor.columbianus,G.orcuttii,isolatus,0.1058,0.05679,0.15562,0.8654,0.809095,0.92234,0.0288,0,0.0588,104
alvordensis,bicolor.columbianus,G.orcuttii,isolatus,0.0674,0.0235,0.1125,0.8764,0.819055,0.93142,0.0562,0.02129,0.0978,89
alvordensis,bicolor.columbianus,G.orcuttii,Lida.Pond,0.0826,0.0426,0.128825,0.844,0.78298,0.900935,0.0734,0.034485,0.1171,109
alvordensis,bicolor.columbianus,G.orcuttii,Lida.Pond,0.0841,0.045,0.1333,0.8411,0.781785,0.896615,0.0748,0.035955,0.118315,107
alvordensis,bicolor.columbianus,G.orcuttii,Little.Fish.Lake.Valley,0.0594,0.021085,0.102,0.8614,0.805075,0.918915,0.0792,0.03848,0.125,101
alvordensis,bicolor.columbianus,G.orcuttii,Little.Fish.Lake.Valley,0.0114,0,0.0341,0.9091,0.85703,0.958805,0.0795,0.0337,0.1282,88
alvordensis,bicolor.columbianus,G.orcuttii,McNett.Ranch,0.0571,0.02609,0.09801,0.8667,0.80988,0.9174,0.0762,0.0385,0.1188,105
alvordensis,bicolor.columbianus,G.orcuttii,McNett.Ranch,0.09,0.047195,0.13981,0.84,0.7778,0.898015,0.07,0.029085,0.1134,100
alvordensis,bicolor.columbianus,G.orcuttii,mohavensis,0.0337,0.009895,0.066735,0.9326,0.883,0.97305,0.0337,0.009995,0.0714,89
alvordensis,bicolor.columbianus,G.orcuttii,mohavensis,0.0617,0.023,0.105925,0.9259,0.8765,0.9726,0.0123,0,0.03572,81
alvordensis,bicolor.columbianus,G.orcuttii,newarkensis,0.0521,0.01827,0.0899,0.9167,0.86998,0.9615,0.0312,0,0.0625,96
alvordensis,bicolor.columbianus,G.orcuttii,newarkensis,0.051,0.0194,0.0909,0.9082,0.86019,0.953715,0.0408,0.010095,0.0755,98
alvordensis,bicolor.columbianus,G.orcuttii,obesus.lahontan,0.12,0.057975,0.187585,0.8533,0.7838,0.9167,0.0267,0,0.058835,75
alvordensis,bicolor.columbianus,G.orcuttii,obesus.lahontan,0.0704,0.027,0.125,0.8592,0.7895,0.92215,0.0704,0.02598,0.1184,71
alvordensis,bicolor.columbianus,G.orcuttii,obesus.snyderi,0.0857,0.0323,0.1486,0.8714,0.799875,0.92961,0.0429,0.0125,0.0847,70
alvordensis,bicolor.columbianus,G.orcuttii,obesus.snyderi,0.0588,0.0198,0.1059,0.8706,0.80718,0.930785,0.0706,0.025,0.114615,85
alvordensis,bicolor.columbianus,G.orcuttii,obesus.toikona,0.0482,0.0125,0.089905,0.9277,0.87669,0.970165,0.0241,0,0.054805,83
alvordensis,bicolor.columbianus,G.orcuttii,obesus.toikona,0.07,0.03,0.114315,0.9,0.8496,0.94552,0.03,0.008395,0.0631,100
alvordensis,bicolor.columbianus,G.orcuttii,P.macrolepidotus,0.5217,0.35,0.6923,0.3478,0.1923,0.500924999999999,0.1304,0.0357,0.2692,23
alvordensis,bicolor.columbianus,G.orcuttii,P.macrolepidotus,0.52,0.3571,0.68192,0.28,0.125,0.4348,0.2,0.0769,0.34791,25
alvordensis,bicolor.columbianus,G.orcuttii,Railroad.Valley,0.0471,0.012295,0.0897,0.8941,0.8353,0.947425,0.0588,0.0208,0.1034,85
alvordensis,bicolor.columbianus,G.orcuttii,Railroad.Valley,0.0562,0.02037,0.09803,0.8764,0.8222,0.931555,0.0674,0.025285,0.1136,89
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus,0.0333,0,0.065845,0.8889,0.8295,0.940535,0.0778,0.03448,0.123765,90
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus,0.0408,0.0103,0.0784,0.9184,0.870985,0.9608,0.0408,0.0102,0.074515,98
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus.vaccaceps,0.0175,0,0.04101,0.9211,0.876195,0.964,0.0614,0.0254,0.09924,114
alvordensis,bicolor.columbianus,G.orcuttii,thalassinus.vaccaceps,0.0459,0.0171,0.08181,0.9358,0.89417,0.9714,0.0183,0,0.043915,109
alvordensis,bicolor.columbianus,isolatus,Lida.Pond,0.3133,0.2299,0.392935,0.3253,0.24358,0.416745,0.3614,0.27365,0.4474,83
alvordensis,bicolor.columbianus,isolatus,Lida.Pond,0.3636,0.286935,0.4444,0.2727,0.20199,0.344815,0.3636,0.28449,0.44211,99
alvordensis,bicolor.columbianus,isolatus,Little.Fish.Lake.Valley,0.3333,0.2414,0.4286,0.3188,0.2278,0.40916,0.3478,0.25368,0.43902,69
alvordensis,bicolor.columbianus,isolatus,Little.Fish.Lake.Valley,0.3867,0.299925,0.4839,0.3067,0.21873,0.397815,0.3067,0.2206,0.394415,75
alvordensis,bicolor.columbianus,isolatus,McNett.Ranch,0.3465,0.27266,0.4286,0.3069,0.235775,0.389525,0.3465,0.265965,0.4194,101
alvordensis,bicolor.columbianus,isolatus,McNett.Ranch,0.3131,0.24439,0.3913,0.3333,0.25,0.41009,0.3535,0.2772,0.4314,99
alvordensis,bicolor.columbianus,isolatus,mohavensis,0.3103,0.2278,0.39472,0.3333,0.25,0.41866,0.3563,0.274665,0.44052,87
alvordensis,bicolor.columbianus,isolatus,mohavensis,0.3158,0.231655,0.40542,0.3553,0.268265,0.445915,0.3289,0.238575,0.4231,76
alvordensis,bicolor.columbianus,isolatus,newarkensis,0.7612,0.6667,0.844815,0.1493,0.0822,0.22673,0.0896,0.0323,0.1471,67
alvordensis,bicolor.columbianus,isolatus,newarkensis,0.6418,0.54543,0.730255,0.209,0.1333,0.2923,0.1493,0.0806,0.2237,67
alvordensis,bicolor.columbianus,isolatus,obesus.lahontan,0.3519,0.25,0.45458,0.2963,0.2,0.4043,0.3519,0.2456,0.4545,54
alvordensis,bicolor.columbianus,isolatus,obesus.lahontan,0.2712,0.1837,0.3636,0.3559,0.2581,0.460015,0.3729,0.264105,0.479345,59
alvordensis,bicolor.columbianus,isolatus,obesus.snyderi,0.2535,0.1711,0.3333,0.3099,0.22213,0.40242,0.4366,0.33819,0.53525,71
alvordensis,bicolor.columbianus,isolatus,obesus.snyderi,0.3088,0.2241,0.4028,0.3824,0.29167,0.477635,0.3088,0.2154,0.40281,68
alvordensis,bicolor.columbianus,isolatus,obesus.toikona,0.2576,0.175,0.3438,0.3182,0.225335,0.416775,0.4242,0.3281,0.516155,66
alvordensis,bicolor.columbianus,isolatus,obesus.toikona,0.3421,0.256005,0.4306,0.2763,0.195085,0.363665,0.3816,0.2958,0.4722,76
alvordensis,bicolor.columbianus,isolatus,P.macrolepidotus,0.127,0.0635,0.203115,0.0794,0.0278,0.1379,0.7937,0.703035,0.8769,63
alvordensis,bicolor.columbianus,isolatus,P.macrolepidotus,0.0986,0.0435,0.1585,0.0563,0.0147,0.1077,0.8451,0.7692,0.9118,71
alvordensis,bicolor.columbianus,isolatus,Railroad.Valley,0.377,0.2727,0.4821,0.3443,0.25,0.440745,0.2787,0.184555,0.379385,61
alvordensis,bicolor.columbianus,isolatus,Railroad.Valley,0.3803,0.28769,0.473735,0.2958,0.20586,0.3836,0.3239,0.23749,0.415655,71
alvordensis,bicolor.columbianus,isolatus,thalassinus,0.3208,0.21563,0.43157,0.4528,0.3333,0.5682,0.2264,0.13036,0.32612,53
alvordensis,bicolor.columbianus,isolatus,thalassinus,0.2333,0.137255,0.322625,0.3333,0.2373,0.433335,0.4333,0.32809,0.539835,60
alvordensis,bicolor.columbianus,isolatus,thalassinus.vaccaceps,0.2206,0.13506,0.30165,0.4559,0.3594,0.55747,0.3235,0.2286,0.415115,68
alvordensis,bicolor.columbianus,isolatus,thalassinus.vaccaceps,0.186,0.088865,0.28586,0.5581,0.438925,0.68636,0.2558,0.14537,0.3659,43
alvordensis,bicolor.columbianus,Lida.Pond,Little.Fish.Lake.Valley,0.4423,0.35919,0.52172,0.2788,0.209085,0.351425,0.2788,0.2115,0.35091,104
alvordensis,bicolor.columbianus,Lida.Pond,Little.Fish.Lake.Valley,0.4554,0.375,0.5333,0.2673,0.19464,0.3441,0.2772,0.2083,0.354815,101
alvordensis,bicolor.columbianus,Lida.Pond,McNett.Ranch,0.9455,0.90587,0.9802,0.0364,0.00899,0.0678,0.0182,0,0.0424,110
alvordensis,bicolor.columbianus,Lida.Pond,McNett.Ranch,0.9295,0.894,0.9605,0.0256,0.0065,0.047915,0.0449,0.0194,0.073405,156
alvordensis,bicolor.columbianus,Lida.Pond,mohavensis,0.4423,0.3585,0.5258,0.2788,0.206185,0.35293,0.2788,0.211,0.35,104
alvordensis,bicolor.columbianus,Lida.Pond,mohavensis,0.4375,0.3514,0.531615,0.275,0.1842,0.358035,0.2875,0.2055,0.36843,80
alvordensis,bicolor.columbianus,Lida.Pond,newarkensis,0.3333,0.2464,0.4286,0.4231,0.3286,0.52012,0.2436,0.162465,0.32861,78
alvordensis,bicolor.columbianus,Lida.Pond,newarkensis,0.4048,0.313985,0.49373,0.3214,0.2439,0.4111,0.2738,0.195085,0.35211,84
alvordensis,bicolor.columbianus,Lida.Pond,obesus.lahontan,0.5068,0.4068,0.6,0.2877,0.2,0.38164,0.2055,0.12851,0.28817,73
alvordensis,bicolor.columbianus,Lida.Pond,obesus.lahontan,0.4915,0.384535,0.59696,0.2373,0.15147,0.3333,0.2712,0.1803,0.367315,59
alvordensis,bicolor.columbianus,Lida.Pond,obesus.snyderi,0.4487,0.3529,0.5405,0.2821,0.201995,0.371875,0.2692,0.1867,0.35,78
alvordensis,bicolor.columbianus,Lida.Pond,obesus.snyderi,0.4156,0.32576,0.506215,0.2468,0.1686,0.32352,0.3377,0.25,0.4286,77
alvordensis,bicolor.columbianus,Lida.Pond,obesus.toikona,0.4574,0.3789,0.543555,0.2766,0.1957,0.35252,0.266,0.1919,0.34071,94
alvordensis,bicolor.columbianus,Lida.Pond,obesus.toikona,0.4222,0.33691,0.509135,0.2889,0.20828,0.367805,0.2889,0.21299,0.3667,90
alvordensis,bicolor.columbianus,Lida.Pond,P.macrolepidotus,0.1067,0.05,0.164705,0.1067,0.0526,0.17072,0.7867,0.70887,0.860215,75
alvordensis,bicolor.columbianus,Lida.Pond,P.macrolepidotus,0.1746,0.0984,0.2576,0.0952,0.037,0.155855,0.7302,0.64098,0.8205,63
alvordensis,bicolor.columbianus,Lida.Pond,Railroad.Valley,0.4342,0.3377,0.520025,0.3158,0.2329,0.409635,0.25,0.1714,0.333495,76
alvordensis,bicolor.columbianus,Lida.Pond,Railroad.Valley,0.4875,0.392875,0.578955,0.3,0.2208,0.382415,0.2125,0.14099,0.2907,80
alvordensis,bicolor.columbianus,Lida.Pond,thalassinus,0.2597,0.173255,0.3425,0.5065,0.40904,0.6,0.2338,0.164375,0.31826,77
alvordensis,bicolor.columbianus,Lida.Pond,thalassinus,0.2571,0.174565,0.35003,0.5143,0.42106,0.608735,0.2286,0.1493,0.30992,70
alvordensis,bicolor.columbianus,Lida.Pond,thalassinus.vaccaceps,0.25,0.1636,0.346945,0.4833,0.375,0.596675,0.2667,0.1667,0.3684,60
alvordensis,bicolor.columbianus,Lida.Pond,thalassinus.vaccaceps,0.2055,0.1333,0.2892,0.5753,0.4744,0.67091,0.2192,0.1379,0.29698,73
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,McNett.Ranch,0.4253,0.34089,0.506515,0.2874,0.2093,0.36905,0.2874,0.21107,0.3636,87
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,McNett.Ranch,0.4242,0.347735,0.51335,0.2525,0.17818,0.3271,0.3232,0.24,0.4,99
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,mohavensis,0.4098,0.305575,0.520025,0.3934,0.2909,0.5,0.1967,0.1132,0.283,61
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,mohavensis,0.4615,0.36957,0.550035,0.2821,0.205085,0.37142,0.2564,0.17739,0.3333,78
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,newarkensis,0.4493,0.346675,0.5507,0.2754,0.1857,0.36501,0.2754,0.1884,0.366225,69
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,newarkensis,0.375,0.269075,0.478345,0.3393,0.2407,0.452815,0.2857,0.1803,0.391345,56
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.lahontan,0.5,0.393875,0.60813,0.2812,0.18515,0.3704,0.2188,0.13882,0.30434,64
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.lahontan,0.5205,0.4231,0.618115,0.2603,0.17897,0.3421,0.2192,0.14118,0.297655,73
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.snyderi,0.3056,0.2143,0.3973,0.2917,0.208965,0.382745,0.4028,0.3016,0.493205,72
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.snyderi,0.2069,0.12278,0.30007,0.431,0.32686,0.5333,0.3621,0.2642,0.467785,58
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.toikona,0.3768,0.282385,0.4714,0.2319,0.1538,0.32318,0.3913,0.28798,0.48534,69
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,obesus.toikona,0.3684,0.2769,0.4595,0.2895,0.207735,0.3827,0.3421,0.25349,0.4308,76
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,P.macrolepidotus,0.0938,0.039975,0.15718,0.0938,0.038475,0.158735,0.8125,0.7273,0.8852,64
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,P.macrolepidotus,0.082,0.02778,0.143,0.082,0.03118,0.145515,0.8361,0.75,0.9138,61
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,Railroad.Valley,0.6769,0.5873,0.7636,0.1385,0.0714,0.2069,0.1846,0.10606,0.2667,65
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,Railroad.Valley,0.7375,0.65658,0.81725,0.1125,0.0549,0.175035,0.15,0.0875,0.224715,80
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,thalassinus,0.2879,0.194,0.3833,0.3182,0.2308,0.42313,0.3939,0.29329,0.4925,66
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,thalassinus,0.1757,0.10587,0.25332,0.3108,0.220245,0.403,0.5135,0.42364,0.614025,74
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,thalassinus.vaccaceps,0.2375,0.1558,0.31826,0.5625,0.47689,0.654345,0.2,0.125,0.2727,80
alvordensis,bicolor.columbianus,Little.Fish.Lake.Valley,thalassinus.vaccaceps,0.1692,0.09376,0.24205,0.5538,0.4516,0.6515,0.2769,0.1912,0.381,65
alvordensis,bicolor.columbianus,McNett.Ranch,mohavensis,0.4507,0.3553,0.5493,0.338,0.25,0.43107,0.2113,0.1333,0.29633,71
alvordensis,bicolor.columbianus,McNett.Ranch,mohavensis,0.4583,0.373545,0.544645,0.2917,0.21426,0.37,0.25,0.1771,0.3253,96
alvordensis,bicolor.columbianus,McNett.Ranch,newarkensis,0.3115,0.21206,0.40623,0.4098,0.3115,0.5173,0.2787,0.1905,0.3751,61
alvordensis,bicolor.columbianus,McNett.Ranch,newarkensis,0.3247,0.240445,0.4203,0.3636,0.26822,0.45336,0.3117,0.22727,0.396635,77
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.lahontan,0.5,0.405085,0.59721,0.2432,0.166595,0.3284,0.2568,0.1757,0.345725,74
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.lahontan,0.44,0.34849,0.5325,0.3333,0.2429,0.424255,0.2267,0.14993,0.3077,75
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.snyderi,0.3846,0.29108,0.4778,0.2949,0.21326,0.378,0.3205,0.2338,0.4179,78
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.snyderi,0.4082,0.29619,0.528355,0.3469,0.2292,0.457635,0.2449,0.1429,0.352965,49
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.toikona,0.3793,0.2907,0.464815,0.2989,0.21918,0.38963,0.3218,0.2436,0.404025,87
alvordensis,bicolor.columbianus,McNett.Ranch,obesus.toikona,0.3929,0.30663,0.481045,0.2857,0.2073,0.37661,0.3214,0.2346,0.407,84
alvordensis,bicolor.columbianus,McNett.Ranch,P.macrolepidotus,0.194,0.1129,0.274,0.1343,0.0667,0.203115,0.6716,0.580555,0.7606,67
alvordensis,bicolor.columbianus,McNett.Ranch,P.macrolepidotus,0.2025,0.13247,0.275425,0.1139,0.058,0.17072,0.6835,0.602395,0.7639,79
alvordensis,bicolor.columbianus,McNett.Ranch,Railroad.Valley,0.4507,0.354745,0.552295,0.3099,0.217365,0.40301,0.2394,0.153655,0.32314,71
alvordensis,bicolor.columbianus,McNett.Ranch,Railroad.Valley,0.3425,0.2464,0.4342,0.3562,0.257035,0.45,0.3014,0.217875,0.388965,73
alvordensis,bicolor.columbianus,McNett.Ranch,thalassinus,0.2727,0.1857,0.3651,0.4545,0.36753,0.569,0.2727,0.181725,0.3621,66
alvordensis,bicolor.columbianus,McNett.Ranch,thalassinus,0.3247,0.24,0.41541,0.3247,0.236725,0.411,0.3506,0.26969,0.443,77
alvordensis,bicolor.columbianus,McNett.Ranch,thalassinus.vaccaceps,0.2273,0.1471,0.3134,0.5455,0.444325,0.6491,0.2273,0.1471,0.3143,66
alvordensis,bicolor.columbianus,McNett.Ranch,thalassinus.vaccaceps,0.2625,0.17778,0.343435,0.4625,0.37305,0.55722,0.275,0.19692,0.361445,80
alvordensis,bicolor.columbianus,mohavensis,newarkensis,0.25,0.1538,0.3636,0.3542,0.238035,0.4681,0.3958,0.2766,0.513585,48
alvordensis,bicolor.columbianus,mohavensis,newarkensis,0.2857,0.1967,0.38984,0.3333,0.231845,0.42869,0.381,0.276825,0.49063,63
alvordensis,bicolor.columbianus,mohavensis,obesus.lahontan,0.4426,0.34318,0.551795,0.2295,0.139975,0.31943,0.3279,0.230735,0.4262,61
alvordensis,bicolor.columbianus,mohavensis,obesus.lahontan,0.4286,0.32194,0.534215,0.2857,0.1935,0.3788,0.2857,0.1923,0.381,63
alvordensis,bicolor.columbianus,mohavensis,obesus.snyderi,0.3649,0.2667,0.455945,0.3514,0.2667,0.4478,0.2838,0.194,0.3692,74
alvordensis,bicolor.columbianus,mohavensis,obesus.snyderi,0.3148,0.2,0.421155,0.3148,0.2128,0.41826,0.3704,0.267555,0.48783,54
alvordensis,bicolor.columbianus,mohavensis,obesus.toikona,0.4182,0.30762,0.52735,0.2,0.11537,0.297915,0.3818,0.274125,0.48586,55
alvordensis,bicolor.columbianus,mohavensis,obesus.toikona,0.3939,0.29509,0.5,0.2879,0.1972,0.373195,0.3182,0.230745,0.4154,66
alvordensis,bicolor.columbianus,mohavensis,P.macrolepidotus,0.0317,0,0.0714,0.0794,0.0317,0.137015,0.8889,0.82426,0.9464,63
alvordensis,bicolor.columbianus,mohavensis,P.macrolepidotus,0.1111,0.0508,0.178125,0.0952,0.0351,0.16073,0.7937,0.70967,0.87671,63
alvordensis,bicolor.columbianus,mohavensis,Railroad.Valley,0.4096,0.32466,0.5,0.3133,0.22989,0.393355,0.2771,0.19589,0.3636,83
alvordensis,bicolor.columbianus,mohavensis,Railroad.Valley,0.3548,0.253985,0.459125,0.2742,0.17854,0.37253,0.371,0.269175,0.47541,62
alvordensis,bicolor.columbianus,mohavensis,thalassinus,0.2034,0.123085,0.2963,0.2881,0.193475,0.381,0.5085,0.4035,0.6102,59
alvordensis,bicolor.columbianus,mohavensis,thalassinus,0.209,0.126615,0.289215,0.3284,0.23606,0.4203,0.4627,0.3636,0.5645,67
alvordensis,bicolor.columbianus,mohavensis,thalassinus.vaccaceps,0.1642,0.09229,0.23943,0.5672,0.4638,0.661025,0.2687,0.189675,0.35941,67
alvordensis,bicolor.columbianus,mohavensis,thalassinus.vaccaceps,0.2059,0.12329,0.29311,0.5147,0.416635,0.61021,0.2794,0.194,0.3692,68
alvordensis,bicolor.columbianus,newarkensis,obesus.lahontan,0.3214,0.217315,0.4167,0.3214,0.22448,0.424265,0.3571,0.259265,0.4737,56
alvordensis,bicolor.columbianus,newarkensis,obesus.lahontan,0.3167,0.222105,0.420055,0.3833,0.2881,0.4909,0.3,0.2,0.3929,60
alvordensis,bicolor.columbianus,newarkensis,obesus.snyderi,0.3621,0.25796,0.46561,0.2414,0.152135,0.3333,0.3966,0.2923,0.5,58
alvordensis,bicolor.columbianus,newarkensis,obesus.snyderi,0.3103,0.2121,0.4107,0.2586,0.1667,0.360085,0.431,0.319055,0.5436,58
alvordensis,bicolor.columbianus,newarkensis,obesus.toikona,0.371,0.2727,0.47544,0.2581,0.171305,0.3509,0.371,0.2632,0.46889,62
alvordensis,bicolor.columbianus,newarkensis,obesus.toikona,0.2857,0.2,0.36844,0.3,0.20989,0.3924,0.4143,0.32138,0.519525,70
alvordensis,bicolor.columbianus,newarkensis,P.macrolepidotus,0.0328,0,0.0702,0.0492,0,0.1,0.918,0.8571,0.970125,61
alvordensis,bicolor.columbianus,newarkensis,P.macrolepidotus,0.0492,0,0.09724,0.0656,0.0172,0.12291,0.8852,0.811585,0.946735,61
alvordensis,bicolor.columbianus,newarkensis,Railroad.Valley,0.3286,0.23806,0.426215,0.3429,0.2464,0.4356,0.3286,0.23328,0.423725,70
alvordensis,bicolor.columbianus,newarkensis,Railroad.Valley,0.4247,0.3289,0.5139,0.274,0.193975,0.35807,0.3014,0.219485,0.3906,73
alvordensis,bicolor.columbianus,newarkensis,thalassinus,0.2807,0.1833,0.38186,0.3333,0.227255,0.437555,0.386,0.2857,0.5,57
alvordensis,bicolor.columbianus,newarkensis,thalassinus,0.0833,0.02078,0.1538,0.3333,0.2273,0.4545,0.5833,0.469335,0.7,48
alvordensis,bicolor.columbianus,newarkensis,thalassinus.vaccaceps,0.2157,0.12238,0.3158,0.4902,0.375,0.610245,0.2941,0.1957,0.40683,51
alvordensis,bicolor.columbianus,newarkensis,thalassinus.vaccaceps,0.2113,0.137475,0.295935,0.493,0.39187,0.589345,0.2958,0.203385,0.384645,71
alvordensis,bicolor.columbianus,obesus.lahontan,obesus.snyderi,0.4082,0.2885,0.52175,0.3469,0.23806,0.46677,0.2449,0.1395,0.3478,49
alvordensis,bicolor.columbianus,obesus.lahontan,obesus.snyderi,0.3571,0.258575,0.4655,0.2321,0.1429,0.32,0.4107,0.2963,0.521805,56
alvordensis,bicolor.columbianus,obesus.lahontan,obesus.toikona,0.3833,0.2833,0.4918,0.25,0.156135,0.34698,0.3667,0.2632,0.47386,60
alvordensis,bicolor.columbianus,obesus.lahontan,obesus.toikona,0.434,0.3265,0.55389,0.283,0.18368,0.386435,0.283,0.1887,0.3922,53
alvordensis,bicolor.columbianus,obesus.lahontan,P.macrolepidotus,0.0652,0.0179,0.12824,0.087,0.0227,0.1579,0.8478,0.759965,0.931875,46
alvordensis,bicolor.columbianus,obesus.lahontan,P.macrolepidotus,0.0794,0.026985,0.1406,0.1111,0.0469,0.1791,0.8095,0.72543,0.8947,63
alvordensis,bicolor.columbianus,obesus.lahontan,Railroad.Valley,0.4038,0.2889,0.510625,0.2885,0.186,0.403515,0.3077,0.20408,0.41304,52
alvordensis,bicolor.columbianus,obesus.lahontan,Railroad.Valley,0.4921,0.38703,0.597,0.2857,0.19985,0.3857,0.2222,0.13885,0.3103,63
alvordensis,bicolor.columbianus,obesus.lahontan,thalassinus,0.2676,0.1857,0.357145,0.2535,0.1644,0.3382,0.4789,0.38807,0.58342,71
